15817013_5_1,false positive,subject
3990093_1_0,false positive,subject
3990093_1_0#,false positive,subject
15817013_9_0,false positive,subject
3533179_3_1#,false positive,subject
3533179_2_0,false positive,subject
3533179_8_0,false positive,subject
8308951_3_0,false positive,subject
8308951_1_0,false positive,subject
8308951_1_1,false positive,subject
1858969_1_0,false negative,subject
1858969_1_0#,false negative,subject
8996419_1_1,false positive,subject
8996419_1_1#,false positive,subject
8996419_1_2,false positive,subject
8996419_1_3,false positive,subject
19681452_5_0,false positive,subject
19681452_5_3,false positive,subject
19681452_5_1,false positive,subject
19681452_5_4,false positive,subject
19681452_4_1,false positive,subject
17496739_2_2,false negative,subject
17496739_2_0,false negative,subject
17496739_1_0#,false positive,subject
17496739_9_0,false positive,subject
3088653_1_1,false positive,subject
3088653_6_0,false positive,subject
3088653_6_0#,false positive,subject
15859361_15_0,false positive,subject
6687006_3_0,false positive,subject
6687006_4_0,false positive,subject
6687006_4_2,false positive,subject
19184102_5_0,false negative,subject
19184102_5_1,false negative,subject
19184102_5_3,false negative,subject
7479194_5_0,false negative,subject
3109094_1_0,false positive,subject
24100055_2_0##,false negative,subject
10770468_8_0,false negative,subject
10770468_1_1,false positive,subject
10770468_1_0,false negative,subject
24812279_3_0,false positive,subject
24727461_8_1,false positive,subject
7492040_5_1,false positive,subject
6884395_1_1,false positive,subject
9323412_1_0,false positive,subject
24816962_4_0,false positive,subject
1905439_5_0,false negative,subject
18801087_7_2,false positive,subject
16565833_2_0,false positive,subject
23666265_4_0,false negative,subject
8659767_1_0#,false positive,subject
11474137_1_1,false positive,subject
24341598_1_0,false positive,subject
7173007_5_0#,false positive,subject
10390729_4_1,false positive,subject
10390729_4_3,false positive,subject
24088636_6_0,false positive,subject
24614773_0_0,false positive,subject
17721298_4_0,false negative,subject
1359137_2_2,false negative,subject
1359137_2_0,false negative,subject
1359137_2_1,false negative,subject
24614773_6_0,false positive,subject
24614773_6_1,false positive,subject
24614773_6_2,false positive,subject
24614773_6_3,false positive,subject
146391_6_0,false negative,subject
146391_6_1,false negative,subject
15953230_1_0,false positive,subject
15696449_7_1,false positive,subject
15696449_7_0#,false negative,subject
17346443_6_0,false positive,subject
9646784_3_4,false negative,subject
9646784_3_5,false negative,subject
9646784_3_3,false negative,subject
9646784_3_2#,false negative,subject
9646784_3_0,false negative,subject
9646784_3_4#,false negative,subject
9646784_3_5#,false negative,subject
9646784_3_3#,false negative,subject
9646784_3_2###,false negative,subject
9646784_3_0#,false negative,subject
9646784_3_2####,false negative,subject
9646784_3_4##,false negative,subject
9646784_3_5##,false negative,subject
9646784_3_3##,false negative,subject
9646784_3_0##,false negative,subject
3925479_6_1,false positive,subject
24209900_10_0,false positive,subject
3155884_2_3,false positive,subject
3155884_2_3#,false positive,subject
20169779_10_0,false positive,subject
16309808_7_0,false negative,subject
24664478_13_0,false positive,subject
17445520_1_0,false negative,subject
17445520_1_0#,false negative,subject
17445520_1_0##,false negative,subject
17445520_5_0,false negative,subject
17445520_6_0,false negative,subject
19515070_7_0,false positive,subject
9382023_1_0,false negative,subject
24345882_2_0#,false positive,subject
7671401_3_0,false negative,subject
946593_3_1##,false positive,subject
946593_3_1###,false positive,subject
946593_4_1#,false positive,subject
24684312_9_0,false negative,subject
4082192_10_0,false positive,subject
4082192_10_1,false positive,subject
3409843_2_0,false positive,subject
19841052_4_0,false negative,subject
3533179_11_0,false positive,subject
1564030_3_1,false positive,subject
1564030_4_0#,false negative,subject
6106951_5_1,false positive,subject
12699527_1_0,false positive,subject
9071336_0_2,false positive,subject
9071336_0_1##,false positive,subject
9071336_0_2##,false positive,subject
9071336_0_0##,false positive,subject
9071336_0_0###,false positive,subject
17351238_4_0,false negative,subject
7176945_4_2,false positive,subject
12059909_4_0,false negative,subject
20513036_14_1,false positive,subject
20513036_14_0,false negative,subject
12059909_3_2,false positive,subject
1837756_2_2,false positive,subject
11423811_6_0,false positive,subject
2484903_1_0,false negative,subject
2484903_1_4,false positive,subject
2484903_1_5,false positive,subject
2484903_1_3#,false positive,subject
12865514_3_2,false positive,subject
3685052_7_0,false positive,subject
3685052_3_0,false positive,subject
3685052_3_1,false positive,subject
18341442_8_0,false positive,subject
2718706_3_2,false negative,subject
23535177_1_1,false positive,subject
23535177_1_1#,false positive,subject
2718706_1_3,false negative,subject
2718706_1_2,false negative,subject
2718706_1_0,false negative,subject
2718706_1_1,false negative,subject
24742750_6_1,false negative,subject
24742750_6_1#,false negative,subject
24742750_6_0,false negative,subject
24742750_6_0#,false negative,subject
16810074_1_0,false negative,subject
16810074_1_0#,false negative,subject
4082192_4_1,false positive,subject
4082192_4_2,false positive,subject
20046642_12_0,false positive,subject
20046642_12_1,false positive,subject
15815446_1_1,false positive,subject
15815446_1_0,false negative,subject
15815446_1_0#,false negative,subject
19728177_11_0,false negative,subject
19728177_11_1,false negative,subject
19728177_11_2,false positive,subject
24100055_10_0,false negative,subject
24100055_10_0#,false negative,subject
17255138_8_3,false positive,subject
17255138_8_2#,false positive,subject
3323599_1_1,false positive,subject
3323599_1_1#,false positive,subject
17255138_2_0#,false negative,subject
23433219_7_3,false positive,subject
1522360_3_2,false positive,subject
7018927_4_0,false negative,subject
17255138_11_1,false positive,subject
733189_2_2,false positive,subject
733189_2_4,false positive,subject
733189_2_6,false positive,subject
733189_2_1,false positive,subject
733189_2_3,false positive,subject
733189_2_5,false positive,subject
733189_2_7,false positive,subject
733189_0_0,false positive,subject
11439380_2_0,false positive,subject
16112787_5_0,false negative,subject
9158667_1_0,false negative,subject
9158667_1_0#,false negative,subject
17028363_7_0,false positive,subject
24582773_5_0,false negative,subject
35781_3_0,false negative,subject
35781_3_2,false negative,subject
35781_3_4,false negative,subject
35781_3_5,false negative,subject
35781_3_3,false negative,subject
35781_3_1,false negative,subject
16920333_3_0,false negative,subject
1449452_3_0,false positive,subject
10713017_12_0,false negative,subject
256433_13_0,false positive,subject
24114426_9_2,false negative,subject
24114426_9_1,false negative,subject
24114426_9_0,false negative,subject
9428298_1_0,false positive,subject
9428298_1_0#,false positive,subject
12523489_12_1,false positive,subject
17297207_6_1,false positive,subject
1615846_7_0,false positive,subject
1280707_2_0,false negative,subject
1280707_2_0#,false negative,subject
15482540_5_0,false positive,subject
7477981_0_1,false positive,subject
24665854_3_1,false positive,subject
6585590_1_0,false positive,subject
6585590_1_1,false positive,subject
24067251_5_1,false positive,subject
24664478_1_0,false positive,subject
753803_7_0,false positive,subject
753803_3_0,false positive,subject
24333387_1_1,false positive,subject
24333387_1_1#,false positive,subject
18945509_5_1,false positive,subject
12523489_0_0,false positive,subject
12523489_1_1,false positive,subject
12523489_1_2,false positive,subject
16906379_0_1,false positive,subject
2400986_11_0,false positive,subject
24733133_1_1,false positive,subject
24733133_1_1#,false positive,subject
24733133_1_3,false positive,subject
24733133_1_4,false positive,subject
24309294_2_1,false positive,subject
19293073_7_1###,false positive,subject
7248895_4_0,false negative,subject
9889429_1_0,false negative,subject
20431083_9_1,false positive,subject
24535067_7_0,false positive,subject
12452552_1_0,false negative,subject
12452552_1_1,false negative,subject
12644816_11_0,false negative,subject
2553470_7_0,false negative,subject
8996419_16_0,false negative,subject
15614572_4_4,false positive,subject
15614572_4_6,false positive,subject
15614572_4_0,false negative,subject
15614572_4_7,false positive,subject
15614572_4_9,false positive,subject
15614572_4_11,false positive,subject
1760851_1_0,false negative,object
1760851_1_0#,false negative,object
3533179_5_0,false positive,object
3533179_5_0#,false positive,object
3297909_1_0,false positive,object
19419794_6_1,false positive,object
20959502_6_0,false positive,object
24641119_4_0,false positive,object
20959502_1_2,false positive,object
6321816_2_4#,false positive,object
19681452_2_1,false positive,object
17035713_1_0,false negative,object
17035713_1_0#,false negative,object
12051122_1_1,false negative,object
12051122_1_0#,false negative,object
12051122_2_0,false negative,object
3088653_6_3,false positive,object
6627074_1_0,false positive,object
25907210_1_1#,false positive,object
25907210_5_0,false negative,object
9782254_0_2,false positive,object
9782254_0_3,false positive,object
23433219_10_1,false positive,object
19154241_2_0,false negative,object
4082466_1_0,false negative,object
24209900_3_0,false positive,object
24209900_4_1,false positive,object
17356399_2_5,false positive,object
17356399_2_1,false negative,object
17356399_2_3,false negative,object
17356399_2_2,false negative,object
17356399_2_4,false negative,object
17356399_2_0,false negative,object
10770468_3_1,false positive,object
3339945_6_0,false positive,object
3339945_2_0,false negative,object
24727461_0_3,false positive,object
24727461_0_4,false positive,object
24727461_3_0,false positive,object
20513036_3_1,false positive,object
20513036_3_0,false negative,object
7492040_5_2#,false positive,object
7492040_5_4#,false positive,object
7492040_5_5#,false positive,object
15987266_2_1,false positive,object
15987266_2_1#,false positive,object
8392553_10_1,false positive,object
891494_4_0#,false positive,object
15265979_10_0,false negative,object
9125676_6_0,false negative,object
2239937_1_1,false positive,object
9125676_1_0#,false negative,object
16565833_4_2,false positive,object
9132810_1_0,false negative,object
11474137_9_1,false positive,object
9061777_1_1,false negative,object
10390729_6_3,false positive,object
10390729_6_0,false negative,object
10390729_6_0#,false negative,object
1158089_9_1##,false positive,object
1359137_6_5,false positive,object
24088636_3_0,false positive,object
2400986_9_0#,false positive,object
2400986_1_0##,false positive,object
2400986_1_0###,false positive,object
2453942_4_0,false negative,object
2453942_3_0,false negative,object
6985498_1_1,false positive,object
6985498_1_0,false negative,object
17572393_2_0,false negative,object
17572393_2_0#,false negative,object
17572393_2_0##,false negative,object
17572393_2_0###,false negative,object
24975837_8_0,false positive,object
20859899_0_0,false negative,object
24975837_7_1,false positive,object
20959502_13_3,false positive,object
16369751_11_1,false positive,object
16369751_12_0,false positive,object
20859899_5_0,false positive,object
24802403_6_1,false negative,object
24802403_6_0,false negative,object
17346443_1_1#,false positive,object
20595935_8_2,false positive,object
20595935_8_3,false positive,object
8312983_6_0,false negative,object
8312983_6_0#,false negative,object
8312983_6_1,false negative,object
8312983_6_1#,false negative,object
17035713_11_0#,false positive,object
17035713_11_1#,false positive,object
17035713_11_2,false positive,object
17035713_12_1,false positive,object
44072_4_1,false negative,object
439781_0_1,false positive,object
851038_1_1,false positive,object
16369751_6_1,false positive,object
16369751_2_0,false positive,object
24894748_1_0,false positive,object
24894748_1_1,false positive,object
15276093_5_0,false positive,object
20447294_2_8,false positive,object
20447294_2_11,false positive,object
20447294_2_11#,false positive,object
20447294_1_2,false positive,object
20447294_4_3,false positive,object
20447294_4_7,false positive,object
15859361_6_0,false positive,object
9725303_4_1,false positive,object
1655018_4_3,false positive,object
1655018_4_5,false positive,object
9725303_1_2,false positive,object
17379047_20_0,false negative,object
12678199_5_0#,false positive,object
15366550_3_0,false positive,object
15018178_1_1,false positive,object
25986755_0_0,false positive,object
19515070_6_1,false negative,object
19515070_4_0#,false positive,object
17445520_9_0,false negative,object
17445520_9_0##,false negative,object
611664_2_1,false positive,object
8312343_2_0,false negative,object
24671324_3_1,false negative,object
24671324_3_0,false negative,object
24671324_5_0,false positive,object
24671324_5_1,false positive,object
7671401_4_0,false negative,object
10401555_2_1,false positive,object
10401555_2_1#,false positive,object
7411769_1_0,false negative,object
7411769_1_1,false negative,object
2383364_7_0,false negative,object
24618873_4_0,false negative,object
24881749_1_1,false negative,object
24881749_1_0,false negative,object
6529939_13_0,false positive,object
24709919_7_1,false positive,object
24709919_9_1,false positive,object
22836123_4_0,false positive,object
22836123_4_1,false positive,object
3975902_2_0,false positive,object
3975902_3_1,false positive,object
3975902_1_0#,false positive,object
9538487_3_3,false positive,object
8748050_1_1,false positive,object
24911645_9_0,false negative,object
25084821_1_2,false positive,object
18450790_2_1,false positive,object
6310832_4_0,false negative,object
12699527_1_1,false positive,object
6310832_5_0,false negative,object
6310832_5_1,false negative,object
10677406_0_1,false positive,object
3975902_10_5,false positive,object
20408947_3_0,false negative,object
20408947_3_0#,false negative,object
20408947_3_0##,false negative,object
20408947_5_1#,false positive,object
20408947_6_1,false positive,object
20408947_6_1#,false positive,object
11915580_3_2,false positive,object
11915580_3_2#,false positive,object
20828385_3_1,false positive,object
24971338_1_0##,false negative,object
16867246_4_0,false negative,object
20513036_15_0,false negative,object
11026989_2_0,false negative,object
17828434_4_3,false positive,object
3685052_5_1,false positive,object
9759693_3_0,false positive,object
9759693_3_1,false positive,object
9759693_3_2,false positive,object
21195121_6_0,false negative,object
19815465_1_0,false negative,object
19815465_1_0#,false negative,object
21195121_2_0,false positive,object
21195121_4_1,false positive,object
3383127_5_0,false positive,object
3383127_5_1,false positive,object
3895875_3_1#,false positive,object
24040781_3_3,false positive,object
24778426_4_0,false positive,object
11229942_4_0,false positive,object
11229942_4_3,false positive,object
11229942_4_7,false positive,object
11229942_4_8,false positive,object
1943082_6_0,false positive,object
1943082_6_1,false positive,object
24897009_3_0,false positive,object
17496739_10_0,false positive,object
4082192_6_1###,false positive,object
4082192_6_2##,false positive,object
4082192_3_1,false positive,object
1117341_1_5,false positive,object
16112787_8_2,false positive,object
16112787_8_5,false positive,object
2625524_5_1,false positive,object
2625524_5_2,false positive,object
9272404_7_0###,false negative,object
24659727_1_0,false positive,object
24659727_1_0#,false positive,object
24659727_1_2,false positive,object
24659727_1_2#,false positive,object
3191389_5_0,false negative,object
3191389_5_3,false positive,object
3191389_2_1,false negative,object
3191389_2_0,false negative,object
26115410_3_0,false negative,object
20495512_11_0#,false negative,object
20495512_10_0,false negative,object
8188982_8_1,false positive,object
24842192_1_1,false positive,object
8188982_4_2,false positive,object
8188982_4_2#,false positive,object
8188982_4_3,false positive,object
8188982_4_3#,false positive,object
8188982_1_0,false negative,object
8188982_1_0#,false negative,object
24571687_1_1,false positive,object
18165598_2_0,false negative,object
18165598_2_1,false positive,object
18165598_2_1#,false positive,object
17255138_3_0,false negative,object
17297207_11_1#####,false positive,object
17297207_11_0#,false negative,object
23433219_1_0#,false negative,object
18165598_7_1,false positive,object
931801_8_0,false positive,object
931801_4_1,false positive,object
15696449_14_0,false negative,object
3074291_5_3,false positive,object
3074291_6_1,false positive,object
20169779_9_0,false negative,object
16112787_1_0,false negative,object
16112787_1_0#,false negative,object
20169779_7_0,false negative,object
12359538_12_1,false positive,object
12359538_12_2,false positive,object
12359538_12_0,false negative,object
11425091_9_2,false negative,object
12498738_3_1,false positive,object
9158667_3_0,false positive,object
17028363_3_1,false positive,object
15630069_13_2,false positive,object
15630069_13_3,false positive,object
15630069_10_2,false positive,object
15630069_10_2#,false positive,object
15630069_10_2##,false positive,object
15630069_10_2###,false positive,object
15630069_10_2####,false positive,object
15630069_10_2#####,false positive,object
15630069_10_2######,false positive,object
15630069_10_0#####,false negative,object
25006961_12_0,false negative,object
18987260_11_0,false negative,object
18987260_11_5,false positive,object
24068571_9_1,false positive,object
25006369_2_1,false negative,object
8667442_4_1,false negative,object
8667442_4_0,false negative,object
3864191_12_0#,false negative,object
12523489_10_1,false positive,object
11380496_3_0,false positive,object
11380496_5_0,false positive,object
11380496_5_1,false positive,object
11380496_5_2,false positive,object
17297207_4_5,false positive,object
16565833_10_0,false positive,object
20024739_1_1,false positive,object
20024739_3_0,false negative,object
17042797_9_0,false negative,object
8985298_0_0,false negative,object
15605432_1_2,false positive,object
15605432_1_2#,false positive,object
24729111_11_0,false negative,object
24729111_11_1,false negative,object
6695685_1_0,false negative,object
11401944_3_0,false negative,object
11401944_1_2,false positive,object
11401944_1_2#,false positive,object
11401944_1_3,false positive,object
15482540_2_0,false positive,object
7477981_4_6,false positive,object
15482540_4_0,false positive,object
7477981_1_5,false positive,object
7477981_1_8,false positive,object
7477981_1_10,false positive,object
7477981_1_6,false positive,object
7477981_1_7,false positive,object
7477981_1_9,false positive,object
7477981_1_11,false positive,object
8135424_1_1,false negative,object
20682692_2_1,false positive,object
20682692_2_1#,false positive,object
24665854_4_2,false positive,object
19293073_14_0,false negative,object
19293073_14_1,false negative,object
8825380_2_1,false positive,object
25080425_0_1,false positive,object
12059909_10_0,false positive,object
12828076_6_0,false negative,object
12828076_6_1,false positive,object
12948256_4_0,false negative,object
12644816_3_1,false positive,object
10985896_12_0,false positive,object
10985896_12_1,false positive,object
19531695_10_0,false negative,object
19531695_10_1,false negative,object
9128918_9_3,false positive,object
448423_7_0,false negative,object
448423_7_0#,false negative,object
18945509_7_5,false positive,object
18945509_7_7,false positive,object
17384765_7_0,false positive,object
17384765_6_2#,false positive,object
17384765_6_3#,false positive,object
17384765_4_0#,false negative,object
17384765_4_1#,false negative,object
2553470_1_2,false positive,object
12950111_7_1,false negative,object
12950111_7_1#,false negative,object
12950111_7_0,false negative,object
12950111_7_0#,false negative,object
18945509_1_0,false positive,object
18945509_1_0#,false positive,object
16906379_5_0,false positive,object
24733133_2_4,false positive,object
12359538_1_0#,false negative,object
12359538_1_2,false positive,object
25054547_0_0,false negative,object
25054547_1_1,false negative,object
25054547_1_0,false negative,object
920167_5_1,false positive,object
920167_5_0,false negative,object
920167_5_0#,false negative,object
24309294_8_1#,false positive,object
11299446_1_0,false negative,object
7248895_1_0,false negative,object
7248895_7_0,false positive,object
24554916_3_1,false positive,object
24554916_3_2#,false positive,object
15229250_11_0,false negative,object
9889429_2_0,false negative,object
19338378_2_0,false positive,object
19338378_1_2,false positive,object
19338378_1_3,false positive,object
19338378_1_3#,false positive,object
20431083_6_1,false positive,object
20431083_6_1#,false positive,object
20431083_6_0#,false negative,object
8603459_2_0,false negative,object
12498738_11_4,false positive,object
24535067_2_0,false negative,object
18165598_10_3,false positive,object
8659767_12_3,false positive,object
89511_1_0,false positive,object
25951420_1_1,false negative,object
25951420_1_0,false negative,object
25951420_4_1,false negative,object
25951420_4_0,false negative,object
2553470_6_2,false positive,object
2553470_6_3,false positive,object
2553470_6_3#,false positive,object
2553470_8_0,false negative,object
2553470_8_1,false negative,object
2553470_8_4,false positive,object
2553470_8_5,false positive,object
11936424_1_0#,false negative,object
11936424_1_9,false positive,object
11936424_1_9#,false positive,object
11936424_1_10,false positive,object
11936424_1_10#,false positive,object
8996419_10_0,false negative,object
16801510_10_0,false positive,object
18422462_6_3,false positive,object
24595967_8_0,false negative,clause
1760851_6_1,false positive,clause
3990093_4_0,false positive,clause
3533179_4_0,false positive,clause
3533179_4_2,false positive,clause
19419794_5_0,false positive,clause
24595967_2_0,false negative,clause
8996419_1_0###,false negative,clause
8996419_1_0####,false negative,clause
8996419_1_1###,false positive,clause
19681452_5_2,false positive,clause
19681452_5_5,false positive,clause
6321816_4_0,false positive,clause
11799346_7_0,false negative,clause
11799346_7_1,false negative,clause
11799346_7_2,false negative,clause
19681452_3_0,false negative,clause
3088653_2_1,false positive,clause
3088653_6_0##,false positive,clause
15859361_15_1,false positive,clause
15859361_15_2,false positive,clause
7315949_3_0,false positive,clause
19184102_5_2,false negative,clause
19184102_4_0,false positive,clause
23433219_11_0,false negative,clause
2818777_0_0,false positive,clause
19154241_3_0,false positive,clause
24209900_1_1,false positive,clause
2718706_10_1,false positive,clause
2718706_10_2,false positive,clause
7479194_3_1,false negative,clause
7479194_3_0,false negative,clause
7479194_5_0#,false negative,clause
10770468_3_0#,false negative,clause
10770468_3_0##,false negative,clause
10770468_3_0###,false negative,clause
7479194_1_1,false negative,clause
7479194_1_1#,false negative,clause
7479194_1_0,false negative,clause
7479194_1_2,false negative,clause
10770468_1_0##,false negative,clause
24812279_1_0,false positive,clause
24812279_1_0#,false positive,clause
24840785_7_0,false positive,clause
17554526_10_0,false negative,clause
9869655_10_1,false positive,clause
9869655_10_1#,false positive,clause
24840785_5_0,false positive,clause
24840785_0_1,false positive,clause
3538855_4_0,false negative,clause
24727461_8_0,false negative,clause
24727461_2_0,false positive,clause
24691439_5_1,false negative,clause
24691439_5_0,false negative,clause
7492040_5_2,false positive,clause
7492040_5_1#,false positive,clause
6517710_5_1,false positive,clause
6517710_5_2,false positive,clause
25071004_1_0,false negative,clause
891494_5_0#,false positive,clause
12165618_0_1,false positive,clause
23871786_9_0,false negative,clause
9125676_8_0,false negative,clause
10726030_7_2,false positive,clause
10726030_2_0,false positive,clause
10726030_4_0,false positive,clause
2239937_3_0#,false positive,clause
10726030_1_0,false positive,clause
1905439_1_0,false positive,clause
16565833_2_0#,false positive,clause
18801087_1_0,false positive,clause
8659767_1_1#,false positive,clause
11474137_2_0,false positive,clause
11474137_2_1,false positive,clause
11474137_2_2,false positive,clause
11474137_0_2,false positive,clause
11474137_0_3,false positive,clause
9061777_0_1,false negative,clause
10390729_4_0,false negative,clause
24088636_7_0,false positive,clause
1158089_9_1,false positive,clause
1158089_9_1#,false positive,clause
24055495_9_0,false negative,clause
24055495_0_1,false negative,clause
24055495_1_0#,false negative,clause
24055495_1_0##,false negative,clause
24055495_3_0,false positive,clause
146391_3_1,false positive,clause
146391_1_2,false positive,clause
2400986_1_0,false positive,clause
15953230_3_0,false positive,clause
44072_2_1,false negative,clause
44072_2_0,false negative,clause
44072_2_3,false negative,clause
44072_2_4,false negative,clause
44072_2_2,false negative,clause
1423336_6_0,false negative,clause
20859899_0_1,false positive,clause
20859899_0_3,false positive,clause
24975837_3_0#,false negative,clause
17346443_1_0,false positive,clause
